feature1,feature2,feature4,feature5,feature6,feature7,feature12,feature14,feature16,feature17,feature20,feature23,feature24,feature26,feature28,feature33,feature36,feature38,feature40,feature44,feature46,feature47,feature49,feature50,feature51,feature52,feature53,feature55,feature58,feature60,feature61,feature63,feature64,feature65,feature66,feature68,feature70,feature71,feature75,feature76,feature77,feature80,feature81,feature82,feature84,feature85,feature88,feature89,feature91,feature92,feature93,feature94,feature97,feature101,feature103,feature104,feature105,feature107,feature110,feature111,feature112,feature117,feature119,label
0.3352241,0.5509842,-0.46014825,0.32839075,-0.12680933,-0.5686767,-0.06321687,0.5968137,0.1572986,-0.5683724,0.22348802,-0.079079375,0.34965292,-0.27284598,-0.33040124,0.33036476,0.13386297,-0.02471312,0.029259164,0.72409636,0.40730965,0.37443134,0.56755555,-0.13364248,0.71225214,0.5546673,0.28670353,-0.34907764,0.37768736,0.64383096,-0.32229,0.42920107,0.15151969,0.1320741,-0.4329872,-0.0619272,0.70683116,0.21275832,-0.64460474,-0.40960535,-0.12848726,-0.6701582,-0.21515004,0.47971523,-0.019128477,-0.6225468,0.09530673,0.12042164,0.2969332,-0.3287331,-0.14202753,0.29775378,0.37587988,-0.03185604,-0.19873738,-0.5650472,0.071962595,-0.8576195,-0.47438335,-0.6080399,-0.46678013,-0.027973512,0.3116735,1
-0.6145018,0.50887424,0.47836655,-0.39332017,1.3126117,0.6132176,-1.0904917,-0.015260321,-0.31582603,-0.20072137,-0.8377765,1.2283603,-0.37816295,0.24964367,-1.0135355,-0.2984687,-0.86184376,-1.0566382,-1.2495302,-0.005814781,1.1295052,-0.65265846,1.2521352,-0.24288243,0.36511564,1.3031682,1.3088791,-0.6863733,-1.0807376,0.7951834,0.9889895,-0.17790155,0.4495752,0.034934074,0.96401495,-1.1810036,1.1077794,0.8305884,-1.051791,-1.125524,1.300115,0.9105447,-0.98175204,0.45710304,1.3484972,-1.2823712,0.5205328,1.230395,1.3611188,-1.2644972,-1.1981261,-0.058256492,0.210782,1.1715761,-0.69583523,-0.32520193,-0.1422616,-0.27514297,0.8848362,-0.9816245,0.50192463,0.6034547,-0.39417922,2
0.032761455,0.015828615,-0.31139636,0.23881485,-0.8982527,-0.35248882,0.3234379,0.3599192,0.6826725,-0.54215276,0.34111515,-1.1862715,0.17720218,-0.047380753,0.62007457,0.64834964,0.40840667,0.2794745,0.020148218,0.357106,-0.13860936,0.57603574,-0.35824883,0.05567499,0.511136,-0.3187986,-0.59953886,0.23431152,1.2136629,0.53481317,-0.7913265,-0.030159576,0.2084717,-0.09331059,-0.53912354,0.60735655,-0.16558795,-0.9472822,-0.1764683,0.6267811,-0.21255125,-0.67875874,0.5840088,0.10553218,-0.67968744,0.735689,0.002817799,-0.6727105,-0.5789029,0.49810797,1.0820798,0.41257137,-0.1714946,-0.42609134,0.29770786,0.003197018,0.2814241,-0.44522524,-0.4424784,0.29459307,-0.03222879,-0.44754735,-0.031211177,0
0.9668674,-0.26503414,-0.23060435,1.1675514,-0.45612907,-1.3593055,0.86217827,1.2808443,0.08378668,-1.6050379,1.1361916,-0.6721521,1.3778707,-0.77472293,0.2617127,0.27984512,0.5857768,1.1033343,1.3977324,0.16202304,-1.0062385,0.8264469,-0.895331,0.44492975,-0.002851228,-1.128384,-0.5288878,0.001138568,1.2944825,0.07260402,-0.86092156,1.7861197,0.45610794,-1.4785212,-1.625106,-0.03431931,-0.01150906,0.5853683,-0.19460292,-0.31195718,-0.57728237,-1.2705908,0.88119555,-0.4695686,-0.920514,-0.122301795,-0.29115945,-0.9016363,-0.40673313,0.7565202,0.92564267,0.027852444,-0.6112728,-1.219344,1.2320759,-0.653698,0.99315494,-0.48202533,-1.2157974,-0.10581476,-1.3652035,-1.5520905,1.4945552,1
-1.4809293,-0.09231339,0.6498257,-1.1621834,0.6273417,1.5036455,-1.0121095,-1.2868642,-0.6136358,0.71987116,-0.35991296,0.82440567,-1.3162897,1.5024416,-0.19354911,-0.9335936,-1.0605941,-1.6553798,-1.4710289,-0.9320431,0.90490884,-0.9945627,0.5477203,0.9624138,-0.49784717,0.44509572,0.52956164,0.22272955,-1.1140449,-0.13600676,0.9469102,-0.8762629,-0.45447966,0.2807805,0.17470643,-0.677398,0.13824797,0.49183595,0.017187236,-0.17348875,0.9362479,1.3753113,-0.8186767,0.47964978,0.86885,-0.46345577,-0.15652218,1.0883434,1.1079953,-0.31697515,-0.7247953,-0.31082115,-0.31412303,1.5042732,0.035381824,0.43271208,-0.77335656,1.1188637,0.8213187,0.23932643,1.265809,1.090011,-1.4747927,3
-0.98165333,-0.4913824,0.32274535,-0.8134168,0.18769513,0.98175126,-0.23580624,-0.89515316,-0.30057293,0.7215548,0.38493297,0.036324825,-0.65760094,0.71178937,0.33032036,-0.6664829,-0.40635392,-0.6750122,-0.42686966,-0.5119542,-0.12301885,-0.4521923,0.027208697,0.88862956,-0.34093922,-0.1916227,-0.3663243,0.67867357,-0.1877824,-0.5435989,0.19587818,-0.4078033,-0.6874561,0.27404723,-0.03616266,-0.17724285,-0.40901315,-0.073736235,0.4566646,0.423237,-0.03915381,0.43956554,-0.07409768,0.3126529,0.031970777,0.16434307,-0.50496125,0.005771709,0.03982547,0.16261446,0.007705769,-0.44506633,-0.7247714,0.41586584,0.48867404,0.6305168,-0.3966515,0.7893512,0.1825012,0.6628581,0.8988697,0.15107746,-0.87803453,0
0.6137934,0.14043899,-0.462968,0.5466778,-0.3335318,-0.73161066,0.96838325,0.60431427,0.79190004,-0.38354445,0.6909763,-0.6430926,0.5039206,-1.0050504,0.24742664,0.49679384,0.73823804,0.6863631,0.7905493,0.7347516,-0.73569995,0.9523452,-0.6930648,-0.26277736,0.51518905,-0.5987674,-0.34836107,-0.06964251,0.72057897,-0.12043145,-0.81928706,0.7914325,0.5996695,-0.43485066,-0.68092054,0.4841268,0.11979695,-0.16003205,0.28353062,0.073624924,-0.77237254,-1.0090808,0.7762072,-0.58992493,-0.6507457,0.27962285,0.23413742,-0.761066,-0.64855015,0.49282524,0.42075065,0.3682058,-0.07061297,-1.0076057,0.4435665,-0.11202328,0.7895186,-0.213975,-0.14251886,-0.009797479,-0.4771435,-0.6480435,0.3749015,0
0.29045,-1.2854971,0.5812425,-0.39059234,0.36610067,-0.16879487,-0.2540914,-0.2302159,-0.8705497,-0.3572052,1.152737,0.28431937,0.3926246,0.9199227,0.20859018,-1.217268,-0.87503016,-0.3606246,0.23713987,-0.7738208,-0.1528046,-0.66739595,0.59122276,1.1392773,-1.1335499,-0.5328889,-0.31585237,0.7784603,0.514912,-0.95345426,-0.1744831,1.452417,-0.82745165,-1.0646025,-1.0079689,-0.52138865,0.003390226,0.97534573,0.09174547,-0.013524618,-0.30180824,-0.2677814,0.16853936,0.91873366,-0.25142834,-0.5000479,-1.2770842,-0.50502306,0.14623523,0.57031304,-0.18836243,-1.132542,-1.0856805,-0.19196697,1.2443339,-0.17114304,-0.9047527,0.11455815,-0.9862854,0.94944173,-0.3316596,-0.8619484,0.43963936,0
-0.47625422,-0.6525781,-0.5082203,-0.70173115,-0.5430634,0.5102345,0.7406917,-0.7116096,0.24622372,0.83177817,0.4386087,-0.6585268,-0.78330314,0.35559696,0.8886575,-0.017618444,0.15939757,-0.09695464,0.29749712,0.037125785,-0.9327394,0.20934643,-0.88386786,0.47626743,-0.348221,-0.5901297,-0.78073615,0.8445326,0.2535583,-1.2616433,-0.64128095,-0.2110372,-0.21275868,0.5371843,-0.20295325,0.48861828,-1.1141708,-0.72455007,1.0259484,0.99265546,-0.7833421,0.10213253,0.69908994,-0.3596457,-0.5009431,0.83708894,-0.49963737,-0.5375378,-0.7020557,0.81088626,0.69029117,0.2413881,-0.4671825,-0.44246152,0.7410672,1.1085294,0.20893626,1.4798042,0.3325696,0.7982165,0.71029425,0.06851386,-0.748513,0
-0.44107094,-0.5031466,0.7007528,-0.6941953,0.5011874,0.7697205,-0.58522,-0.73515004,-0.51482344,0.16070728,0.21773838,0.29040617,-0.6210117,0.57370955,-0.22000913,-0.6787344,-0.69933194,-1.0136812,-0.44076848,-0.52520007,0.28468823,-0.5603538,0.34033528,0.898369,-0.28046542,0.17078552,0.07750267,0.65779966,-0.4344612,-0.1465781,0.48680472,-0.044997428,-0.6046051,-0.04329788,-0.20218046,-0.36207062,0.46148846,0.19721085,-0.05156662,-0.27162892,0.080798306,0.34094244,-0.6666932,0.7044052,0.43691653,-0.448933,-0.474616,0.20143008,0.5704702,-0.21714163,-0.24818698,-0.86145294,-0.72829646,0.5963418,0.7323086,0.16355267,-0.68434256,0.20967582,-0.062360335,0.40748745,0.16068354,0.25650743,-0.4983158,3
-0.45856854,-0.64379174,-1.356285,-0.16439085,-2.0840611,0.4082811,1.5368391,-0.5287614,0.94229096,1.3564055,1.0324831,-1.8114103,-0.73769313,0.28701204,1.7415016,0.904325,0.9705969,0.3107984,0.8361317,0.86753917,-1.4068626,0.960976,-1.8082738,0.30341095,0.5419795,-1.6035464,-1.6961105,1.5454315,1.187991,-1.2694073,-1.8982339,-0.831409,-0.014191382,1.2657083,-0.4467194,1.9190611,-1.6432718,-2.1731203,1.6416866,1.621251,-1.6596825,-1.0044684,1.5368223,-1.083256,-1.642444,2.1389441,-0.1365934,-1.4631941,-1.5907023,1.2023554,1.799457,0.5437729,-0.29046145,-1.1682492,0.8297819,1.422245,0.6314689,1.0138831,0.22522716,1.1510788,0.7044536,-0.26691714,-0.69300586,0
-1.2469108,-0.3880931,0.6536864,-1.1666718,0.2619144,1.4104264,-0.9015282,-0.9390435,-0.64956176,1.0068479,-0.21963094,0.2739981,-1.0591955,1.5350964,0.09786617,-0.7477005,-1.2130457,-1.5261176,-1.0416634,-0.22663538,0.83318263,-1.0325965,0.64337397,0.8358312,-0.24944262,0.40640935,-0.027732927,0.86548996,-0.58231646,-0.32215273,0.60762155,-0.80278504,-0.8025377,0.7455248,0.118111715,-0.4503188,0.033069048,0.019501321,0.20120619,-0.024456296,0.45922843,0.8402331,-0.9423182,1.1431603,0.82892597,-0.4100672,-0.8072052,0.34914646,0.77615535,-0.67413414,-0.51352096,-1.1517992,-0.42731234,0.9783875,0.115639895,0.45621982,-1.3217328,0.7678378,0.661581,0.40248808,1.159322,0.8582701,-0.7482692,3
-0.6937126,-1.0832735,0.79636544,-1.1414291,0.54160017,0.9537538,-0.65497106,-0.899342,-0.80966747,0.24543591,0.21289001,0.40515178,-0.6515207,1.3181753,0.13014051,-1.1457224,-0.9989888,-0.9654487,-0.51536673,-1.0392404,0.055513617,-0.9560826,0.28952658,1.0642354,-0.83427685,0.04607225,-0.15043938,1.0790147,-0.3550195,-0.63231456,0.43330044,0.24948415,-0.8840083,-0.43548816,-0.16819683,-0.6942171,-0.07538365,0.4440084,0.19652231,-0.051219713,0.36487988,0.7717353,-0.3270199,0.50760263,0.49755776,-0.37317118,-0.679513,0.34457934,0.58170134,-0.07018367,-0.32795253,-0.82516444,-0.98226386,0.5098831,1.0646596,0.46227485,-0.77999127,0.8018104,0.16765475,0.6403083,0.79014605,0.04885733,-0.74437684,3
-0.99794775,-1.0916159,1.5640427,-1.3670154,0.5117647,1.3656689,-1.131018,-1.3907638,-1.4472225,0.58485883,0.36535725,0.25669104,-0.7751469,1.8184297,0.14795797,-1.5516568,-1.650958,-1.6964768,-0.69078386,-1.3392144,0.51966244,-1.5857307,0.8258211,1.8709673,-1.1048574,0.12766944,-0.28855923,1.4422473,-0.49780276,-0.5947494,1.0822628,-0.38654658,-1.6105773,-0.1611995,-0.41199383,-0.783195,-0.13595691,0.63515955,0.26997158,0.15358417,0.36435717,0.74711573,-0.9418537,1.515353,0.5773576,-0.52684915,-1.6200075,0.11932385,0.8474695,-0.015324527,-0.4972587,-1.8618593,-1.4185243,1.0047476,1.3243692,0.079687186,-1.7392682,0.63952976,-0.112488665,1.13985,0.7730277,0.21858786,-0.40734082,3
-1.5111575,0.32924247,-0.18477163,-1.1144757,0.017688347,1.6189834,-0.67780614,-0.99198866,0.46751076,1.0906285,-0.97980565,0.31469023,-1.7493764,1.1017762,-0.31946662,0.014010958,-0.552364,-1.3378267,-1.491256,0.082561314,0.95172715,-0.5371646,0.55475116,-0.20882976,0.3658536,0.9090682,0.47199222,0.13127133,-0.95995986,0.3199421,0.56446403,-2.025302,0.22647955,1.4625345,1.0472021,-0.36333916,0.015989313,-0.8375925,0.0649909,0.111581884,0.94939065,1.1539326,-0.7418345,0.37726358,0.9812682,0.22506244,0.31071436,1.0416939,1.0681877,-1.091111,-0.52123183,0.40113986,0.41907766,1.5727361,-0.7015549,0.90148365,-0.37749317,0.9632794,1.6817596,-0.17739978,1.9525174,1.4760461,-1.5914232,2
-0.4845457,0.3377545,0.73331237,-0.51010317,1.2346277,0.2801891,-1.0696858,0.016204694,-0.2983728,-0.48907536,-0.899059,1.1498073,-0.1300063,0.20492195,-1.1486425,-0.25083137,-0.64721715,-0.7707854,-0.90973246,-0.2277216,0.8661526,-0.77992386,1.0958456,0.05514218,0.030090125,1.106299,1.0792048,-0.5936467,-0.81617004,0.6077866,1.0927722,0.26108822,0.30935133,-0.38758847,0.70276326,-1.1116533,0.9952383,1.0916387,-1.0372357,-1.133962,1.0845525,0.7985073,-0.85174525,0.5273663,1.1471196,-1.3775402,0.27951738,0.9323472,1.1121832,-0.9284351,-1.1976064,-0.15082853,0.21019109,0.8756129,-0.176479,-0.6621909,-0.121727616,-0.27571595,0.49875227,-0.7111556,-0.015503598,0.31908864,0.049473956,3
0.2220557,-0.88986,0.4003185,-0.14954247,-0.43379694,-0.100538835,0.6597397,-0.41552565,-0.24211697,0.22354802,1.3421763,-0.82567984,0.19153178,0.14956613,0.8948404,-0.46389896,-0.16375595,0.10989813,1.0178187,-0.35519555,-0.9634208,-0.068859294,-0.69402957,1.1664157,-0.5408159,-0.88311386,-1.1373147,1.1686841,0.7752145,-1.0915266,-0.47163215,0.6034575,-0.7651314,-0.5338225,-1.105281,0.3562795,-0.75399166,-0.20164405,0.87883055,0.95144653,-1.0600307,-0.7238606,0.62184215,0.32336366,-0.934877,0.41282034,-1.0933213,-1.0876501,-0.9538277,1.2304273,0.7687259,-0.75299096,-1.365024,-0.8245752,1.5027722,0.35189265,-0.3079363,0.39122087,-0.8725325,1.2006762,-0.2864576,-0.828297,0.35456002,0
0.06433447,-1.6272851,0.47417188,-0.40376738,-0.25823054,0.394526,0.53329456,-0.8929325,-0.51689374,0.36722136,1.562211,-0.8038552,-0.33857176,0.5678063,0.99802446,-1.1339693,-0.53080523,-0.26221722,0.8517617,-0.8248547,-1.1556295,-0.23867607,-0.55965596,1.4370733,-1.100206,-1.22911,-1.306311,1.621728,0.6935105,-1.6163242,-0.392585,0.7492866,-1.27245,-0.7171086,-1.2779793,0.16840583,-1.0364994,-0.20093706,1.3117158,1.2013608,-1.0897686,-0.5588278,0.5797261,0.4648764,-0.85359913,0.6642833,-1.5327712,-1.2211636,-0.71778107,1.3355026,0.91418827,-1.2210656,-1.5947384,-0.7705796,1.846454,0.74667674,-0.72047096,0.9386243,-0.8148497,1.7108849,0.14031512,-0.9282381,-0.00168532,0
-0.38731652,-1.0221719,-0.2864962,-0.56111413,-0.85884196,0.6875888,0.7819923,-0.8105558,-0.047874097,0.8248176,0.9295196,-1.0434849,-0.32173452,0.5002656,1.1811938,-0.1756583,0.11329129,-0.11379761,0.65889853,-0.4038632,-1.0608956,0.0710126,-1.220259,0.923922,-0.6426042,-1.2812109,-1.314592,1.4472425,0.74902874,-1.4915155,-0.75517505,0.028094023,-0.62893957,0.103140235,-0.97535187,0.58114034,-1.4048958,-0.60619783,1.2788501,1.105225,-0.8824948,-0.20474511,0.6699352,-0.26698616,-0.8322775,0.9608458,-0.95577323,-1.0597391,-0.8675559,1.0803436,1.063292,-0.50855863,-1.0437479,-0.7406948,1.4416158,1.0383415,-0.17366628,1.3207597,-0.22383983,1.3493396,0.62602144,-0.4796193,-0.49180365,0
0.5635894,0.09823708,-0.32094878,0.5328028,-0.5805962,-0.59062815,0.7879927,0.71443164,0.29132935,-0.74856687,0.72616583,-0.6707767,0.8770744,-0.72294843,0.41606706,0.59902966,0.6060428,0.9711597,0.88840604,0.5874284,-0.8885721,0.7623549,-0.683552,0.11429282,0.5027276,-0.7762212,-0.5684391,0.11112205,0.9665335,-0.09989379,-0.7654536,0.82872444,0.359018,-0.72775394,-0.7637487,0.40207067,-0.09632164,0.02407772,0.10148669,0.078629024,-0.6157007,-0.88941705,0.80618745,-0.5671658,-0.81055653,0.2739718,0.04071428,-0.8316812,-0.83151454,0.4699272,0.829696,0.29032964,-0.3409989,-1.0709982,0.6864772,-0.1500678,0.768889,-0.5121557,-0.6999506,0.027112193,-0.7719799,-1.0164824,0.78412944,0
-2.1072514,0.72503275,0.32442385,-1.5463328,1.4514607,2.180746,-1.4232669,-1.0778275,0.04306778,0.9197403,-1.8559866,1.656729,-1.8197415,1.1890248,-1.1036097,-0.5769079,-1.0327983,-1.9415642,-2.4232502,-0.11763124,1.7018788,-1.1333567,1.2172291,-0.38206464,0.30164903,1.6675662,1.4101385,-0.60220796,-2.1104925,0.5851466,1.311751,-1.7539917,0.30018693,1.1574425,1.8504659,-1.1213782,0.6795371,0.41952404,-0.51938844,-0.9968614,1.9118756,2.2222931,-1.2545955,0.07304823,2.0860403,-1.044818,1.0630277,2.0773115,1.9283657,-1.8182735,-1.6679174,0.48100775,0.7567163,2.1645987,-1.2217551,0.77166605,-0.35815123,1.1684722,2.1289814,-1.0229919,1.9158282,2.0049925,-2.0810406,2
-0.54424566,-1.2861428,0.11627296,-0.35562152,-0.7922501,0.60609674,0.85219824,-0.95520467,-0.4929285,0.884321,1.3572192,-1.0099479,-0.5759013,0.69106513,1.5763773,-0.63267463,-0.13649611,-0.33125904,0.8322749,-0.39117348,-1.2213848,-0.06312325,-1.1611867,1.4352998,-0.52874064,-1.5383412,-1.4041008,1.65229,0.7307886,-1.5943748,-0.86267334,0.21687454,-1.1143339,0.14510874,-1.2444003,0.5861519,-1.2242503,-0.81393,1.5004451,1.054825,-1.3020232,-0.41852584,0.90091467,0.10296243,-1.1338729,1.2372814,-0.97541326,-1.0703949,-1.077694,1.208403,1.0581689,-0.9031345,-1.4524866,-0.81878424,1.4599013,1.4109432,-0.45269987,1.147554,0.007097737,1.5902816,0.89368504,-0.58312535,-0.5052811,0
0.43388718,0.53280807,-0.9307729,0.7825917,-1.3199359,-0.8370708,1.1257284,0.76313,0.8939142,-0.13748083,0.49928012,-1.2687958,0.6532204,-0.8164469,0.6353691,1.1911674,1.0451245,1.0590203,0.8621078,1.3003539,-0.76002294,1.1341556,-1.0135658,-0.3185735,0.88376874,-0.6665085,-0.7145925,-0.11084042,1.2440357,0.058941793,-1.3276306,0.51205254,0.6878201,0.12786368,-0.5291705,1.1275344,-0.27036825,-0.8358506,0.23139463,0.4478466,-1.0180178,-1.1600658,0.98835295,-0.9772336,-1.0660343,0.6694686,0.4362486,-0.970071,-1.2243731,0.63458884,1.1145201,0.77539164,0.26410428,-1.1449893,0.2972867,-0.08162005,0.8696887,-0.3101191,-0.30908188,-0.06483453,-0.5587655,-0.54345024,0.78594524,0
-1.0550562,-1.3903598,1.3990479,-1.6821734,0.30627835,1.3565907,-1.089872,-1.7836752,-1.3546758,0.7272493,0.48468027,0.13724242,-1.2335862,2.3663719,0.53122044,-1.4033315,-1.9671934,-1.8787973,-0.88181865,-1.4004987,0.5960449,-1.5915393,0.81750315,1.4937474,-1.5116638,0.07534356,-0.2891874,1.5390394,-0.4930086,-0.7189093,0.62911886,-0.46899262,-1.8060882,-0.05491197,-0.60563,-0.6848168,-0.22181933,0.046712346,0.38051203,0.6060517,0.3744602,0.9868931,-0.9139953,1.6210871,0.46827236,-0.07219247,-1.4611788,0.23691851,0.6726561,0.17020647,-0.24427918,-1.7051077,-1.4007704,1.265674,1.1701089,0.8072113,-2.0353575,1.2879498,-0.17405961,1.456972,1.0264038,0.5910822,-1.1125692,3
-1.1443758,-0.23675206,0.38352856,-0.90738153,-0.09514334,1.1988858,-0.42406076,-1.0232342,-0.17614247,0.82614666,0.034139514,0.093085356,-0.8415432,1.0253208,0.42194924,-0.54658663,-0.55891484,-1.0027556,-0.6734058,-0.3542264,0.27538055,-0.62312895,0.2378944,0.75308347,-0.06969497,0.072239995,-0.35329765,0.7127855,-0.3308751,-0.3475128,0.29069787,-0.65466493,-0.6940657,0.49525845,0.057199072,0.18045115,-0.45145485,-0.17072627,0.40914714,0.40032095,0.14916624,0.45191514,-0.1529355,0.17498654,0.17467266,0.03186824,-0.35300347,0.1733671,0.2567082,0.17658758,-0.18353903,-0.28193194,-0.58922666,0.59048563,0.37221852,0.53434074,-0.5851673,0.63069475,0.21237525,0.5381925,0.8934248,0.6535115,-0.8719943,0
-0.72624844,0.2720871,0.81429034,-0.7789606,1.0865238,0.7489856,-1.2147838,-0.5354887,-0.55747515,-0.07598558,-0.70097554,1.017967,-0.46090192,0.6176801,-0.8303495,-0.59828013,-0.9452745,-0.90428007,-1.0899831,-0.573716,0.9593682,-0.9256872,1.1047132,0.48404083,-0.22168194,1.0051602,0.814339,-0.14589186,-0.9166008,0.43993616,1.2034602,-0.20112652,-0.11060776,-0.24443854,0.48292252,-0.802684,0.6817877,0.9472402,-0.7682202,-0.7002947,1.0777111,0.868518,-1.0719491,0.38138083,1.0965502,-1.1177865,0.10311549,0.9964696,1.1706722,-0.7687585,-1.0310259,-0.22109304,-0.047956653,1.2029026,0.018610207,-0.5484122,-0.5179754,0.18404141,0.3487408,-0.14051479,0.24337034,0.59803283,-0.5353166,2
0.22283208,0.9860467,-0.2858078,0.59006786,0.61786485,-0.5936756,-0.062308308,0.8691539,0.47815138,-0.6503432,-0.35660553,0.4754254,0.68051517,-0.83479863,-0.8978803,0.39543262,0.20048207,0.34818488,-0.29503044,0.76889044,0.28982756,0.35286993,0.5200894,-0.6879707,0.7069884,0.5511179,0.70688593,-1.1162391,0.088149495,0.9563734,0.0845003,0.7203472,0.9719298,-0.38611105,0.27269265,-0.4652481,0.76174325,0.7358093,-0.9103866,-0.7054037,0.59166443,-0.2194229,-0.11411734,-0.3117175,0.42529896,-0.82413423,0.9250771,0.5193851,0.4579435,-0.56971174,-0.40968856,0.6703312,0.6041507,0.19299741,-0.5862571,-0.7367351,0.67696166,-0.61145383,0.00016754,-0.9637032,-0.22500524,-0.20105487,0.3526342,1
-0.8626233,0.6933119,-1.9791715,0.27401242,-1.7600465,0.34162313,1.3344308,0.12178437,1.8111424,1.4009846,-0.064012505,-1.2070442,-0.7308577,-0.38892463,1.2886741,1.8095945,1.4979148,0.42900655,-0.031021385,1.8886918,-0.69441074,1.5337927,-1.4355515,-0.9531977,1.858598,-0.5189405,-0.7203419,0.17517628,0.60588574,-0.09068463,-1.7228087,-1.3262106,1.0341344,2.161213,0.47966722,1.7987106,-0.81571746,-2.238906,0.83488774,1.0145805,-0.85675687,-0.5817539,1.3630767,-1.4206749,-0.9405591,1.563312,1.216895,-0.4467894,-1.2216994,0.34003395,1.2793804,1.6020464,0.9493422,-0.8557919,-0.77320594,1.2264111,1.5783757,0.65259784,1.1352484,-0.38322666,0.88284403,0.67582107,-0.94687665,0
-0.405778,-2.5254138,1.5726383,-1.4985868,-0.11808501,0.9782909,-0.49535203,-2.0084846,-1.877907,0.85297626,1.526082,-0.32006097,-1.0676967,2.3487465,0.85896826,-1.9697976,-1.6171516,-1.5473921,0.1873416,-1.9267638,-0.34298098,-1.5281031,-0.0950328,2.4376318,-2.2437167,-0.9073493,-1.0720826,2.3738117,0.35501096,-2.0327814,0.20737194,0.6039032,-2.4277518,-0.7408886,-1.420491,-0.21523635,-1.037603,0.20865378,1.1477746,0.9774441,-0.8288921,0.056449756,-0.36197197,1.7976773,-0.46425715,0.07494592,-2.6616566,-0.6623523,-0.06467467,1.3405286,0.20437798,-2.174556,-2.1184063,0.37890905,2.4514477,0.7868577,-2.472497,1.4315505,-0.8761729,2.4258711,0.44172034,-0.12280746,-0.41741136,0
0.010289731,0.62861073,-1.4274831,0.6440372,-1.4532684,-0.44878024,1.0365019,0.61911744,1.6145828,0.09107573,0.07842287,-1.5381286,0.11462627,-0.67352337,0.75633734,1.4891156,1.3142608,0.70855415,0.20532307,1.2951574,-0.48273873,1.36781,-1.2280214,-0.6891255,1.4158767,-0.42896417,-0.6479237,-0.06388957,1.2830397,0.5002615,-1.5593553,-0.6207174,1.2020187,0.89193314,0.13737918,1.2548331,-0.36885634,-1.6457868,0.1272058,0.76984805,-0.54967433,-0.8425904,1.227122,-0.95240235,-0.900241,1.3496758,1.0047258,-0.76890206,-1.0861342,0.52185214,1.5371922,1.5617872,0.6494387,-0.71545607,-0.3016705,0.3497382,1.4224923,-0.11197206,0.2787111,-0.16254024,0.26327696,-0.080232516,-0.4970014,0
-1.7048572,-0.27694556,0.80042046,-1.7298867,1.4191775,1.8853533,-1.4531987,-1.2472608,-0.8017085,0.729106,-1.276481,1.5286168,-1.6316012,1.4295129,-0.87406033,-1.0273255,-1.3255287,-1.9563779,-1.7741662,-0.8111178,1.1536872,-1.4394697,1.0574892,0.29856992,-0.35863593,1.1696516,1.1520268,0.24983944,-1.698755,-0.28026846,1.4135873,-0.94136673,-0.3732571,0.47270745,1.0921896,-1.3489587,0.28593403,0.78283536,-0.35734552,-1.0032084,1.3882612,1.8798484,-1.1751649,0.7064452,1.6784852,-1.0979712,0.10293663,1.498905,1.6122352,-1.3629683,-1.3906504,-0.48371655,0.042381857,1.5644834,-0.1398217,0.63497233,-0.88748187,1.1121459,1.6466898,-0.31112403,1.5002646,1.0982397,-1.32066,3
-1.0758098,-0.1692787,-0.24489044,-0.85093904,-0.6845892,1.0243752,0.0687031,-0.6828617,0.10685989,1.1587261,-0.015703963,-0.58703995,-0.9320247,0.92743826,0.5543862,0.006319483,-0.2800856,-0.8400605,-0.5773787,0.15395918,0.09377212,-0.14543723,-0.32770574,0.3645392,-0.08082024,-0.21867745,-0.44239533,0.72394365,-0.09227223,-0.5611146,-0.28073484,-1.019892,-0.30091366,1.0397838,-0.06105285,0.29261258,-0.58804137,-0.8825034,0.6760823,0.5983855,-0.28733972,0.33820277,-0.0716611,0.18773302,0.0889307,0.47041348,-0.22725953,-0.19380908,0.041854326,-0.05325034,0.15371005,-0.19095077,-0.2008112,0.32355583,0.09704516,1.0008202,-0.5110406,1.1440015,0.6224522,0.45365182,1.2305722,0.75743896,-0.97581494,0
-0.8886376,-0.5631025,0.94467956,-1.2369063,0.5484957,1.0937839,-0.94792956,-1.0491495,-0.69911754,0.46372145,-0.15827174,0.331558,-0.7941595,1.275498,-0.16633846,-1.0173032,-1.0364838,-1.3315866,-0.8024325,-0.7343748,0.7359652,-1.037472,0.90181494,1.1860614,-0.66657495,0.515208,0.21547835,0.7444761,-0.6889856,-0.34829915,0.94053227,-0.45074067,-0.9433059,0.22828946,-0.059610803,-0.51826197,0.010686193,0.49687657,-0.003470068,-0.121293396,0.31079113,0.6481405,-0.9069222,1.0596021,0.7207636,-0.6312889,-1.0028663,0.31932887,0.9056161,-0.30062938,-0.70925415,-1.0053887,-0.61007446,1.0639138,0.6734837,0.11307553,-1.2739937,0.644843,0.12918681,0.58754575,0.6692666,0.60544556,-0.6693812,3
